11, -4, 4, -1
5, -1, 4, 18
22, 18, 1, 13
20, 13, 2, -1
10, -1, 0, 0
8, 0, -2, 5
9, 5, 1, 13
14, 13, 0, 2
10, 2, -1, -5
12, -5, 0, -2
7, -2, 2, 0
6, 0, 6, -6
9, -6, -1, 11
13, 11, 4, 0
9, 0, 3, 10
12, 10, 0, 3
10, 3, 0, -3
10, -3, -2, -2
17, -2, -6, 0
7, 0, 5, 3
