0.2777777777777778, 0.5074626865671642,, 5-1-2015
0.2857142857142857, 0.7088607594936709,, 6-1-2015
0.3888888888888889, 0.6619718309859155,, 7-1-2015
0.2, 0.5671641791044776,, 8-1-2015
0.2857142857142857, 0.6714285714285714,, 9-1-2015
0.2, 0.6111111111111112,, 10-1-2015
0.25, 0.6301369863013698,, 11-1-2015
0.2608695652173913, 0.7213114754098361,, 12-1-2015
0.28, 0.6206896551724138,, 1-1-2016
0.26666666666666666, 0.8620689655172413,, 2-1-2016
0.11764705882352941, 0.625,, 3-1-2016
0.28, 0.6623376623376623,, 4-1-2016
0.14285714285714285, 0.5357142857142857,, 5-1-2016
0.42857142857142855, 0.6538461538461539,, 6-1-2016
0.25, 0.6619718309859155,, 7-1-2016
0.25925925925925924, 0.5633802816901409,, 8-1-2016
0.2, 0.5757575757575758,, 9-1-2016
0.4, 0.65625,, 10-1-2016
0.1935483870967742, 0.5949367088607594,, 11-1-2016
0.23809523809523808, 0.5866666666666667,, 12-1-2016
